onset	duration	condition
12	18	4
30	18	3
48	18	2
66	18	1
96	18	1
114	18	2
132	18	3
150	18	4
180	18	3
198	18	1
216	18	4
234	18	2
264	18	2
282	18	4
300	18	3
318	18	1
